user_sequence,challenge
5831_11,CI26961
5831_12,CI26952
5831_13,CI26959
5832_11,CI23856
5832_12,CI23691
5832_13,CI24138
5834_11,CI26168
5834_12,CI26216
5834_13,CI26171
5835_11,CI26210
5835_12,CI26211
5835_13,CI26173
5839_11,CI26209
5839_12,CI26211
5839_13,CI26213
5841_11,CI27031
5841_12,CI27038
5841_13,CI27033
5843_11,CI27038
5843_12,CI27031
5843_13,CI27034
5845_11,CI27031
5845_12,CI27038
5845_13,CI27032
5846_11,CI26220
5846_12,CI26221
5846_13,CI26218
5847_11,CI23663
5847_12,CI24917
5847_13,CI23856
5849_11,CI26961
5849_12,CI26952
5849_13,CI26955
5853_11,CI26211
5853_12,CI26213
5853_13,CI26208
5858_11,CI26216
5858_12,CI26212
5858_13,CI26221
5863_11,CI23691
5863_12,CI24532
5863_13,CI23769
5868_11,CI26189
5868_12,CI26191
5868_13,CI26190
5869_11,CI26939
5869_12,CI26941
5869_13,CI26953
5871_11,CI26212
5871_12,CI26213
5871_13,CI26164
5873_11,CI25740
5873_12,CI26501
5873_13,CI25947
5875_11,CI25124
5875_12,CI25135
5875_13,CI25175
5877_11,CI23765
5877_12,CI23909
5877_13,CI23762
5878_11,CI23856
5878_12,CI23691
5878_13,CI24876
5881_11,CI27669
5881_12,CI27665
5881_13,CI27668
5882_11,CI26209
5882_12,CI26213
5882_13,CI26208
5885_11,CI26210
5885_12,CI26209
5885_13,CI26175
5886_11,CI24871
5886_12,CI26051
5886_13,CI24228
5887_11,CI28582
5887_12,CI28580
5887_13,CI28585
5888_11,CI24532
5888_12,CI24187
5888_13,CI23648
5889_11,CI23663
5889_12,CI24003
5889_13,CI24871
5892_11,CI25124
5892_12,CI25727
5892_13,CI23667
5894_11,CI24531
5894_12,CI25124
5894_13,CI25126
5896_11,CI26214
5896_12,CI26221
5896_13,CI26219
5897_11,CI25135
5897_12,CI24527
5897_13,CI23612
5898_11,CI26215
5898_12,CI26902
5898_13,CI26161
5899_11,CI23848
5899_12,CI23648
5899_13,CI25124
5903_11,CI26961
5903_12,CI26939
5903_13,CI26949
5904_11,CI23667
5904_12,CI23691
5904_13,CI23714
5909_11,CI24876
5909_12,CI24187
5909_13,CI24228
5912_11,CI26214
5912_12,CI26216
5912_13,CI26221
5915_11,CI26211
5915_12,CI26209
5915_13,CI26213
5924_11,CI26209
5924_12,CI26211
5924_13,CI26213
5925_11,CI23663
5925_12,CI24522
5925_13,CI23913
5930_11,CI26956
5930_12,CI26957
5930_13,CI26958
5931_11,CI26216
5931_12,CI26214
5931_13,CI26221
5932_11,CI24876
5932_12,CI24187
5932_13,CI25141
5936_11,CI24935
5936_12,CI24925
5936_13,CI24932
5937_11,CI24187
5937_12,CI24867
5937_13,CI24953
5938_11,CI25375
5938_12,CI23975
5938_13,CI25140
5939_11,CI26212
5939_12,CI26213
5939_13,CI26216
5941_11,CI24030
5941_12,CI25056
5941_13,CI23688
5944_11,CI24926
5944_12,CI24937
5944_13,CI24932
5948_11,CI26214
5948_12,CI26212
5948_13,CI26209
5951_11,CI24868
5951_12,CI23648
5951_13,CI24871
5952_11,CI28582
5952_12,CI28585
5952_13,CI28584
5953_11,CI24944
5953_12,CI23648
5953_13,CI24968
5955_11,CI24187
5955_12,CI23691
5955_13,CI24532
5957_11,CI26213
5957_12,CI26210
5957_13,CI26209
5958_11,CI26939
5958_12,CI26949
5958_13,CI26961
5959_11,CI27662
5959_12,CI27665
5959_13,CI27660
5960_11,CI26210
5960_12,CI26208
5960_13,CI26214
5964_11,CI26209
5964_12,CI26175
5964_13,CI26208
5967_11,CI27662
5967_12,CI27664
5967_13,CI27660
5970_11,CI27662
5970_12,CI27660
5970_13,CI27661
5971_11,CI26221
5971_12,CI26219
5971_13,CI26220
5975_11,CI24968
5975_12,CI24992
5975_13,CI23836
5976_11,CI23663
5976_12,CI25075
5976_13,CI23648
5980_11,CI23691
5980_12,CI23856
5980_13,CI24958
5983_11,CI23975
5983_12,CI24187
5983_13,CI24257
5984_11,CI25126
5984_12,CI24532
5984_13,CI23663
5986_11,CI24532
5986_12,CI24958
5986_13,CI23648
5989_11,CI26918
5989_12,CI26921
5989_13,CI26912
5990_11,CI26051
5990_12,CI23922
5990_13,CI23648
5994_11,CI26213
5994_12,CI26209
5994_13,CI26208
6001_11,CI26213
6001_12,CI26209
6001_13,CI26172
6002_11,CI24531
6002_12,CI23648
6002_13,CI23848
6004_11,CI26941
6004_12,CI26953
6004_13,CI26939
6006_11,CI23933
6006_12,CI23648
6006_13,CI26051
6008_11,CI25125
6008_12,CI25126
6008_13,CI24867
6009_11,CI24138
6009_12,CI24530
6009_13,CI24532
6014_11,CI23663
6014_12,CI23856
6014_13,CI23691
6015_11,CI26220
6015_12,CI26215
6015_13,CI26221
6017_11,CI24532
6017_12,CI23667
6017_13,CI24522
6019_11,CI26950
6019_12,CI26939
6019_13,CI26953
6022_11,CI26210
6022_12,CI26211
6022_13,CI26209
6024_11,CI25740
6024_12,CI26501
6024_13,CI23716
6026_11,CI27665
6026_12,CI27662
6026_13,CI27664
6027_11,CI24936
6027_12,CI24939
6027_13,CI24930
6031_11,CI26953
6031_12,CI26954
6031_13,CI26952
6033_11,CI26213
6033_12,CI26212
6033_13,CI26208
6039_11,CI23769
6039_12,CI25110
6039_13,CI23648
6043_11,CI26916
6043_12,CI26918
6043_13,CI26921
6044_11,CI26208
6044_12,CI26211
6044_13,CI26209
6047_11,CI26216
6047_12,CI26214
6047_13,CI26220
6057_11,CI24956
6057_12,CI24931
6057_13,CI24968
6063_11,CI26904
6063_12,CI26902
6063_13,CI26909
6065_11,CI25075
6065_12,CI23663
6065_13,CI24531
6073_11,CI26208
6073_12,CI26210
6073_13,CI26209
6079_11,CI25124
6079_12,CI24228
6079_13,CI26051
6083_11,CI26221
6083_12,CI26218
6083_13,CI26219
6085_11,CI24935
6085_12,CI24926
6085_13,CI24932
6088_11,CI26208
6088_12,CI26212
6088_13,CI26214
6091_11,CI26213
6091_12,CI26211
6091_13,CI26172
6096_11,CI26214
6096_12,CI26216
6096_13,CI26221
6098_11,CI27665
6098_12,CI27662
6098_13,CI27664
6103_11,CI24532
6103_12,CI23848
6103_13,CI23691
6107_11,CI26221
6107_12,CI26218
6107_13,CI26217
6109_11,CI26210
6109_12,CI26209
6109_13,CI26175
6111_11,CI26213
6111_12,CI26212
6111_13,CI26214
6112_11,CI28580
6112_12,CI28585
6112_13,CI28582
6113_11,CI23663
6113_12,CI23648
6113_13,CI25126
6115_11,CI26214
6115_12,CI26175
6115_13,CI26209
6124_11,CI26212
6124_12,CI26214
6124_13,CI26220
6126_11,CI23975
6126_12,CI23848
6126_13,CI24187
6127_11,CI28578
6127_12,CI28580
6127_13,CI28582
6136_11,CI24187
6136_12,CI23702
6136_13,CI23856
6138_11,CI26961
6138_12,CI26960
6138_13,CI26959
6142_11,CI23648
6142_12,CI24958
6142_13,CI25126
6145_11,CI23648
6145_12,CI24187
6145_13,CI23848
6151_11,CI24962
6151_12,CI24950
6151_13,CI24968
6157_11,CI28574
6157_12,CI28578
6157_13,CI28570
6159_11,CI24187
6159_12,CI25075
6159_13,CI23913
6163_11,CI26212
6163_12,CI26216
6163_13,CI26214
6164_11,CI26211
6164_12,CI26209
6164_13,CI26208
6165_11,CI24187
6165_12,CI26051
6165_13,CI24871
6170_11,CI27031
6170_12,CI27038
6170_13,CI27036
6171_11,CI26212
6171_12,CI26208
6171_13,CI26210
6172_11,CI26212
6172_12,CI26214
6172_13,CI26216
6176_11,CI28580
6176_12,CI28579
6176_13,CI28578
6182_11,CI26209
6182_12,CI26210
6182_13,CI26175
6187_11,CI26213
6187_12,CI26209
6187_13,CI26172
6189_11,CI24228
6189_12,CI25126
6189_13,CI25125
6190_11,CI26216
6190_12,CI26212
6190_13,CI26902
6191_11,CI23663
6191_12,CI24532
6191_13,CI25141
6197_11,CI25126
6197_12,CI26056
6197_13,CI26055
6199_11,CI26213
6199_12,CI26209
6199_13,CI26216
6203_11,CI24138
6203_12,CI24252
6203_13,CI24187
6204_11,CI24926
6204_12,CI24935
6204_13,CI24939
6210_11,CI25141
6210_12,CI25126
6210_13,CI24958
6211_11,CI26916
6211_12,CI26918
6211_13,CI26925
6212_11,CI23691
6212_12,CI23856
6212_13,CI24532
6214_11,CI25126
6214_12,CI23975
6214_13,CI23714
6215_11,CI24532
6215_12,CI23648
6215_13,CI23769
6218_11,CI26214
6218_12,CI26216
6218_13,CI26221
6222_11,CI23856
6222_12,CI24187
6222_13,CI23648
6223_11,CI25297
6223_12,CI25375
6223_13,CI23663
6226_11,CI26959
6226_12,CI26960
6226_13,CI26958
6229_11,CI26220
6229_12,CI26221
6229_13,CI26217
6233_11,CI26209
6233_12,CI26214
6233_13,CI26212
6237_11,CI23691
6237_12,CI23848
6237_13,CI23648
6239_11,CI27669
6239_12,CI27665
6239_13,CI27668
6240_11,CI28253
6240_12,CI23648
6240_13,CI24532
6241_11,CI25125
6241_12,CI25135
6241_13,CI24187
6243_11,CI26208
6243_12,CI26214
6243_13,CI26175
6245_11,CI24527
6245_12,CI23648
6245_13,CI24532
6246_11,CI26954
6246_12,CI26945
6246_13,CI26941
6249_11,CI26958
6249_12,CI26959
6249_13,CI26960
6252_11,CI23648
6252_12,CI24228
6252_13,CI24532
6258_11,CI24992
6258_12,CI24954
6258_13,CI24953
6261_11,CI26208
6261_12,CI26212
6261_13,CI26214
6268_11,CI28578
6268_12,CI28568
6268_13,CI28580
6272_11,CI23648
6272_12,CI23975
6272_13,CI24252
6273_11,CI26961
6273_12,CI26939
6273_13,CI26949
6274_11,CI24953
6274_12,CI23836
6274_13,CI25126
6277_11,CI25125
6277_12,CI26051
6277_13,CI23848
6278_11,CI26175
6278_12,CI26214
6278_13,CI26208
6281_11,CI28581
6281_12,CI28572
6281_13,CI28580
6282_11,CI26210
6282_12,CI26208
6282_13,CI26214
6285_11,CI26215
6285_12,CI26902
6285_13,CI26903
6287_11,CI26220
6287_12,CI26219
6287_13,CI26221
6288_11,CI26210
6288_12,CI26211
6288_13,CI26213
6289_11,CI23648
6289_12,CI24867
6289_13,CI23667
6296_11,CI24944
6296_12,CI25126
6296_13,CI25727
6297_11,CI26212
6297_12,CI26216
6297_13,CI26219
6299_11,CI23691
6299_12,CI23648
6299_13,CI25075
6303_11,CI23975
6303_12,CI24276
6303_13,CI23848
6307_11,CI26214
6307_12,CI26213
6307_13,CI26221
6309_11,CI26051
6309_12,CI23791
6309_13,CI23714
6312_11,CI27669
6312_12,CI27665
6312_13,CI27668
6315_11,CI26210
6315_12,CI26211
6315_13,CI26208
6318_11,CI26208
6318_12,CI26209
6318_13,CI26216
6329_11,CI26210
6329_12,CI26208
6329_13,CI26214
6333_11,CI27031
6333_12,CI27038
6333_13,CI27034
6338_11,CI24261
6338_12,CI24525
6338_13,CI23848
6342_11,CI23546
6342_12,CI24701
6342_13,CI24455
6344_11,CI24937
6344_12,CI24926
6344_13,CI24935
6347_11,CI23856
6347_12,CI24530
6347_13,CI25735
6356_11,CI26953
6356_12,CI26941
6356_13,CI26944
6358_11,CI26220
6358_12,CI26221
6358_13,CI26219
6361_11,CI26939
6361_12,CI26941
6361_13,CI26954
6365_11,CI25125
6365_12,CI23836
6365_13,CI24968
6374_11,CI26960
6374_12,CI26959
6374_13,CI26961
6378_11,CI26953
6378_12,CI26939
6378_13,CI26941
6379_11,CI26903
6379_12,CI26161
6379_13,CI26167
6381_11,CI26952
6381_12,CI26961
6381_13,CI26954
6382_11,CI23663
6382_12,CI24530
6382_13,CI24522
6386_11,CI26212
6386_12,CI26214
6386_13,CI26217
6389_11,CI26952
6389_12,CI26949
6389_13,CI26950
6390_11,CI24187
6390_12,CI24915
6390_13,CI23663
6391_11,CI23648
6391_12,CI24421
6391_13,CI24968
6392_11,CI26956
6392_12,CI26957
6392_13,CI26960
6395_11,CI24228
6395_12,CI24958
6395_13,CI24530
6396_11,CI26215
6396_12,CI26903
6396_13,CI26902
6399_11,CI26960
6399_12,CI26957
6399_13,CI26959
6400_11,CI26219
6400_12,CI26221
6400_13,CI26220
6401_11,CI26220
6401_12,CI26219
6401_13,CI26221
6409_11,CI26208
6409_12,CI26214
6409_13,CI26216
6410_11,CI24953
6410_12,CI24868
6410_13,CI24954
6411_11,CI26956
6411_12,CI26957
6411_13,CI26959
6415_11,CI26959
6415_12,CI26956
6415_13,CI26960
6416_11,CI26212
6416_12,CI26216
6416_13,CI26220
6420_11,CI26960
6420_12,CI26959
6420_13,CI26961
6425_11,CI26214
6425_12,CI26221
6425_13,CI26216
6427_11,CI26216
6427_12,CI26221
6427_13,CI26219
6428_11,CI24862
6428_12,CI24958
6428_13,CI26058
6430_11,CI28581
6430_12,CI28580
6430_13,CI28584
6434_11,CI26961
6434_12,CI26960
6434_13,CI26959
6435_11,CI24527
6435_12,CI23691
6435_13,CI23975
6439_11,CI25098
6439_12,CI25099
6439_13,CI25110
6446_11,CI26212
6446_12,CI26214
6446_13,CI26217
6450_11,CI28578
6450_12,CI25126
6450_13,CI28579
6451_11,CI24876
6451_12,CI23648
6451_13,CI24867
6456_11,CI26221
6456_12,CI26218
6456_13,CI26219
6467_11,CI24871
6467_12,CI23848
6467_13,CI23975
6470_11,CI23648
6470_12,CI23663
6470_13,CI24876
6471_11,CI23975
6471_12,CI23663
6471_13,CI23691
6477_11,CI28582
6477_12,CI28579
6477_13,CI28576
6479_11,CI26210
6479_12,CI26209
6479_13,CI26211
6481_11,CI26958
6481_12,CI26956
6481_13,CI26957
6482_11,CI26945
6482_12,CI26955
6482_13,CI26949
6486_11,CI26949
6486_12,CI26950
6486_13,CI26939
6491_11,CI27414
6491_12,CI27410
6491_13,CI24621
6492_11,CI24532
6492_12,CI24953
6492_13,CI23714
6493_11,CI25124
6493_12,CI23714
6493_13,CI26051
6496_11,CI26959
6496_12,CI26958
6496_13,CI26960
6499_11,CI24950
6499_12,CI25575
6499_13,CI26050
6500_11,CI26213
6500_12,CI26209
6500_13,CI26175
6505_11,CI23648
6505_12,CI23691
6505_13,CI26051
6506_11,CI26216
6506_12,CI26214
6506_13,CI26218
6513_11,CI27648
6513_12,CI26839
6513_13,CI27655
6514_11,CI26956
6514_12,CI26957
6514_13,CI26959
6516_11,CI24187
6516_12,CI28568
6516_13,CI28578
6517_11,CI26216
6517_12,CI26209
6517_13,CI26221
6525_11,CI26959
6525_12,CI26960
6525_13,CI26961
6526_11,CI26211
6526_12,CI26213
6526_13,CI26218
6529_11,CI26920
6529_12,CI26907
6529_13,CI26917
6533_11,CI26501
6533_12,CI24530
6533_13,CI27686
6534_11,CI26214
6534_12,CI26212
6534_13,CI26208
6537_11,CI23691
6537_12,CI23648
6537_13,CI24532
6538_11,CI24527
6538_12,CI23848
6538_13,CI23648
6542_11,CI24138
6542_12,CI23648
6542_13,CI24187
6544_11,CI23648
6544_12,CI23975
6544_13,CI24953
6546_11,CI23663
6546_12,CI24187
6546_13,CI24866
6547_11,CI25141
6547_12,CI23702
6547_13,CI25124
6549_11,CI26216
6549_12,CI26212
6549_13,CI26208
6552_11,CI23836
6552_12,CI24530
6552_13,CI25125
6553_11,CI25057
6553_12,CI23913
6553_13,CI24534
6556_11,CI26212
6556_12,CI26216
6556_13,CI26218
6557_11,CI26959
6557_12,CI26960
6557_13,CI26951
6562_11,CI26959
6562_12,CI26958
6562_13,CI26960
6569_11,CI23714
6569_12,CI23648
6569_13,CI24228
6572_11,CI24935
6572_12,CI27235
6572_13,CI25396
6573_11,CI27662
6573_12,CI27664
6573_13,CI27661
6578_11,CI26213
6578_12,CI26164
6578_13,CI26220
6580_11,CI24935
6580_12,CI24937
6580_13,CI24926
6588_11,CI26208
6588_12,CI26210
6588_13,CI26213
6590_11,CI26961
6590_12,CI26949
6590_13,CI26939
6596_11,CI26168
6596_12,CI26173
6596_13,CI26873
6601_11,CI26221
6601_12,CI26219
6601_13,CI26218
6602_11,CI26220
6602_12,CI26215
6602_13,CI26217
6603_11,CI26902
6603_12,CI26903
6603_13,CI26162
6604_11,CI24871
6604_12,CI23691
6604_13,CI25124
6605_11,CI26212
6605_12,CI26214
6605_13,CI26218
6613_11,CI26954
6613_12,CI26945
6613_13,CI26955
6615_11,CI23856
6615_12,CI26051
6615_13,CI25126
6616_11,CI26213
6616_12,CI26210
6616_13,CI26208
6617_11,CI25124
6617_12,CI23691
6617_13,CI24944
6619_11,CI26051
6619_12,CI24228
6619_13,CI24944
6622_11,CI26171
6622_12,CI26173
6622_13,CI26170
6627_11,CI24530
6627_12,CI23663
6627_13,CI24871
6630_11,CI26902
6630_12,CI26903
6630_13,CI26905
6633_11,CI23663
6633_12,CI24530
6633_13,CI24958
6634_11,CI23648
6634_12,CI24527
6634_13,CI23691
6636_11,CI26220
6636_12,CI26219
6636_13,CI26221
6637_11,CI24522
6637_12,CI23913
6637_13,CI24532
6642_11,CI24522
6642_12,CI24530
6642_13,CI24138
6644_11,CI26215
6644_12,CI26220
6644_13,CI26219
6648_11,CI26220
6648_12,CI26221
6648_13,CI26219
6649_11,CI24522
6649_12,CI24532
6649_13,CI24138
6650_11,CI24932
6650_12,CI24939
6650_13,CI24935
6651_11,CI24926
6651_12,CI24932
6651_13,CI24935
6652_11,CI24932
6652_12,CI24935
6652_13,CI24929
6654_11,CI24935
6654_12,CI25180
6654_13,CI24932
6658_11,CI23975
6658_12,CI23663
6658_13,CI23933
6662_11,CI26909
6662_12,CI26904
6662_13,CI26907
6665_11,CI24957
6665_12,CI23663
6665_13,CI24228
6666_11,CI28574
6666_12,CI28569
6666_13,CI28570
6670_11,CI26212
6670_12,CI26221
6670_13,CI26215
6675_11,CI26211
6675_12,CI26209
6675_13,CI26208
6678_11,CI26216
6678_12,CI26212
6678_13,CI26214
6679_11,CI24926
6679_12,CI24935
6679_13,CI24932
6680_11,CI23648
6680_12,CI24876
6680_13,CI25075
6683_11,CI26921
6683_12,CI26923
6683_13,CI26922
6686_11,CI23663
6686_12,CI23848
6686_13,CI23648
6687_11,CI24871
6687_12,CI23663
6687_13,CI23648
6689_11,CI23691
6689_12,CI24532
6689_13,CI24867
6691_11,CI24871
6691_12,CI23691
6691_13,CI26051
6693_11,CI24532
6693_12,CI24527
6693_13,CI23769
6697_11,CI26960
6697_12,CI26959
6697_13,CI26961
6700_11,CI26208
6700_12,CI26210
6700_13,CI26209
6701_11,CI23663
6701_12,CI24522
6701_13,CI24527
6708_11,CI26945
6708_12,CI26949
6708_13,CI26941
6709_11,CI27665
6709_12,CI27664
6709_13,CI27668
6712_11,CI26215
6712_12,CI26903
6712_13,CI26902
6713_11,CI26961
6713_12,CI26952
6713_13,CI26951
6714_11,CI27031
6714_12,CI27034
6714_13,CI27048
6715_11,CI23922
6715_12,CI23663
6715_13,CI24530
6716_11,CI26216
6716_12,CI26214
6716_13,CI26220
6724_11,CI24867
6724_12,CI24958
6724_13,CI24871
6726_11,CI26939
6726_12,CI26941
6726_13,CI26955
6727_11,CI24866
6727_12,CI25141
6727_13,CI23848
6730_11,CI26212
6730_12,CI26214
6730_13,CI26216
6733_11,CI26051
6733_12,CI23975
6733_13,CI24187
6734_11,CI26211
6734_12,CI26209
6734_13,CI26213
6738_11,CI26219
6738_12,CI26220
6738_13,CI26218
6739_11,CI26214
6739_12,CI26209
6739_13,CI26208
6744_11,CI27669
6744_12,CI27670
6744_13,CI27667
6746_11,CI26902
6746_12,CI26903
6746_13,CI26855
6748_11,CI26215
6748_12,CI26220
6748_13,CI26903
6750_11,CI27038
6750_12,CI27036
6750_13,CI27031
6752_11,CI23691
6752_12,CI23663
6752_13,CI24944
6753_11,CI26925
6753_12,CI26919
6753_13,CI26920
6755_11,CI25141
6755_12,CI24532
6755_13,CI25056
6757_11,CI26220
6757_12,CI26218
6757_13,CI26221
6759_11,CI25143
6759_12,CI24530
6759_13,CI25727
6761_11,CI23648
6761_12,CI24187
6761_13,CI24522
6764_11,CI26952
6764_12,CI26954
6764_13,CI26941
6765_11,CI23663
6765_12,CI24187
6765_13,CI23691
6766_11,CI26212
6766_12,CI26216
6766_13,CI26214
6767_11,CI25126
6767_12,CI23836
6767_13,CI25634
6770_11,CI25075
6770_12,CI24532
6770_13,CI24876
6774_11,CI26220
6774_12,CI26221
6774_13,CI26217
6775_11,CI23697
6775_12,CI24003
6775_13,CI24109
6778_11,CI23975
6778_12,CI25733
6778_13,CI28578
6779_11,CI23691
6779_12,CI23660
6779_13,CI25175
6780_11,CI24867
6780_12,CI23648
6780_13,CI23691
6782_11,CI26216
6782_12,CI26214
6782_13,CI26211
6783_11,CI26214
6783_12,CI26216
6783_13,CI26221
6784_11,CI24876
6784_12,CI24531
6784_13,CI23989
6786_11,CI24951
6786_12,CI24953
6786_13,CI24954
6787_11,CI24525
6787_12,CI24530
6787_13,CI25141
6788_11,CI24534
6788_12,CI24530
6788_13,CI24459
6791_11,CI26191
6791_12,CI26192
6791_13,CI26193
6792_11,CI24690
6792_12,CI24527
6792_13,CI23648
6793_11,CI26208
6793_12,CI26214
6793_13,CI26209
6794_11,CI25126
6794_12,CI24931
6794_13,CI25124
6795_11,CI26219
6795_12,CI26218
6795_13,CI26220
6796_11,CI23856
6796_12,CI24530
6796_13,CI23648
6798_11,CI25733
6798_12,CI23662
6798_13,CI25135
6800_11,CI27038
6800_12,CI27034
6800_13,CI27031
6801_11,CI26211
6801_12,CI26216
6801_13,CI26208
6804_11,CI27665
6804_12,CI27666
6804_13,CI27670
6807_11,CI26213
6807_12,CI26216
6807_13,CI26210
6808_11,CI24958
6808_12,CI23663
6808_13,CI23880
6813_11,CI26050
6813_12,CI23975
6813_13,CI23836
6814_11,CI24114
6814_12,CI25125
6814_13,CI25727
6816_11,CI24917
6816_12,CI24522
6816_13,CI24187
6818_11,CI26212
6818_12,CI26214
6818_13,CI26220
6819_11,CI26216
6819_12,CI26212
6819_13,CI26213
6828_11,CI24527
6828_12,CI23913
6828_13,CI24522
6829_11,CI24932
6829_12,CI24926
6829_13,CI24925
6833_11,CI23662
6833_12,CI24530
6833_13,CI23648
6836_11,CI23856
6836_12,CI24953
6836_13,CI23975
6838_11,CI26212
6838_12,CI26216
6838_13,CI26220
6839_11,CI24527
6839_12,CI24532
6839_13,CI24876
6840_11,CI26959
6840_12,CI26960
6840_13,CI26961
6841_11,CI26918
6841_12,CI26921
6841_13,CI26925
6844_11,CI26220
6844_12,CI26218
6844_13,CI26212
6845_11,CI26212
6845_12,CI26214
6845_13,CI26220
6846_11,CI24871
6846_12,CI23648
6846_13,CI25062
6851_11,CI26212
6851_12,CI26216
6851_13,CI26214
6855_11,CI26921
6855_12,CI26925
6855_13,CI26926
6856_11,CI27664
6856_12,CI27665
6856_13,CI27662
6858_11,CI26215
6858_12,CI26902
6858_13,CI26903
6860_11,CI26918
6860_12,CI26922
6860_13,CI26925
6862_11,CI27660
6862_12,CI27665
6862_13,CI27664
6863_11,CI26959
6863_12,CI26958
6863_13,CI26960
6864_11,CI25126
6864_12,CI23691
6864_13,CI23663
6865_11,CI26212
6865_12,CI26221
6865_13,CI26216
6868_11,CI24876
6868_12,CI24534
6868_13,CI23856
6871_11,CI23702
6871_12,CI24532
6871_13,CI23691
6874_11,CI26221
6874_12,CI26212
6874_13,CI26218
6880_11,CI26191
6880_12,CI26189
6880_13,CI26190
6883_11,CI28569
6883_12,CI28580
6883_13,CI28578
6884_11,CI24935
6884_12,CI24937
6884_13,CI24942
6885_11,CI26213
6885_12,CI26209
6885_13,CI26208
6890_11,CI23769
6890_12,CI24206
6890_13,CI23691
6895_11,CI23648
6895_12,CI25126
6895_13,CI24029
6901_11,CI27038
6901_12,CI27034
6901_13,CI27031
6902_11,CI26208
6902_12,CI26212
6902_13,CI26210
6908_11,CI26921
6908_12,CI26919
6908_13,CI26923
6912_11,CI26961
6912_12,CI26959
6912_13,CI26960
6913_11,CI26212
6913_12,CI26214
6913_13,CI26219
6914_11,CI25056
6914_12,CI23663
6914_13,CI24868
6915_11,CI23830
6915_12,CI24455
6915_13,CI24459
6917_11,CI23697
6917_12,CI23663
6917_13,CI25141
6919_11,CI26221
6919_12,CI26219
6919_13,CI26217
6925_11,CI26210
6925_12,CI26208
6925_13,CI26211
6926_11,CI26928
6926_12,CI26927
6926_13,CI26926
6930_11,CI24926
6930_12,CI25180
6930_13,CI24939
6931_11,CI26960
6931_12,CI26961
6931_13,CI26959
6936_11,CI23663
6936_12,CI24527
6936_13,CI24530
6938_11,CI26941
6938_12,CI26949
6938_13,CI26953
6943_11,CI28580
6943_12,CI28585
6943_13,CI28574
6946_11,CI26210
6946_12,CI26214
6946_13,CI26212
6949_11,CI24532
6949_12,CI24527
6949_13,CI23648
6954_11,CI26213
6954_12,CI26208
6954_13,CI26214
6955_11,CI26916
6955_12,CI26918
6955_13,CI26921
6956_11,CI26051
6956_12,CI24187
6956_13,CI23975
6957_11,CI26212
6957_12,CI26216
6957_13,CI26221
6961_11,CI23933
6961_12,CI23663
6961_13,CI24953
6964_11,CI26953
6964_12,CI26954
6964_13,CI26942
6965_11,CI23648
6965_12,CI25141
6965_13,CI23836
6969_11,CI25727
6969_12,CI25125
6969_13,CI25126
6970_11,CI26220
6970_12,CI26221
6970_13,CI26215
6974_11,CI26945
6974_12,CI26954
6974_13,CI26953
6979_11,CI26221
6979_12,CI26208
6979_13,CI26219
6985_11,CI23648
6985_12,CI24534
6985_13,CI24532
6990_11,CI26219
6990_12,CI26217
6990_13,CI26221
6994_11,CI25135
6994_12,CI25125
6994_13,CI25124
7000_11,CI23691
7000_12,CI25074
7000_13,CI24532
7002_11,CI27680
7002_12,CI27681
7002_13,CI27682
7003_11,CI26208
7003_12,CI26212
7003_13,CI26214
7004_11,CI26212
7004_12,CI26214
7004_13,CI26216
7009_11,CI26218
7009_12,CI26221
7009_13,CI26217
7012_11,CI26221
7012_12,CI26214
7012_13,CI26218
7013_11,CI26218
7013_12,CI26220
7013_13,CI26217
7014_11,CI27797
7014_12,CI27796
7014_13,CI27798
7015_11,CI26215
7015_12,CI26902
7015_13,CI26903
7017_11,CI25125
7017_12,CI25124
7017_13,CI25126
7020_11,CI24031
7020_12,CI23648
7020_13,CI25125
7021_11,CI23663
7021_12,CI24953
7021_13,CI23975
7023_11,CI24530
7023_12,CI26051
7023_13,CI25135
7027_11,CI26214
7027_12,CI26216
7027_13,CI26221
7028_11,CI26220
7028_12,CI26218
7028_13,CI26216
7033_11,CI26906
7033_12,CI26907
7033_13,CI26915
7034_11,CI26865
7034_12,CI26871
7034_13,CI26872
7035_11,CI26959
7035_12,CI26960
7035_13,CI26961
7036_11,CI24871
7036_12,CI24530
7036_13,CI23975
7037_11,CI26955
7037_12,CI26950
7037_13,CI26953
7046_11,CI26939
7046_12,CI26954
7046_13,CI26953
7047_11,CI24532
7047_12,CI24527
7047_13,CI23648
7049_11,CI26213
7049_12,CI26211
7049_13,CI26208
7058_11,CI24935
7058_12,CI25180
7058_13,CI24932
7059_11,CI23856
7059_12,CI25126
7059_13,CI25210
7060_11,CI26051
7060_12,CI26050
7060_13,CI24931
7063_11,CI23714
7063_12,CI24532
7063_13,CI26051
7065_11,CI26215
7065_12,CI26220
7065_13,CI26903
7066_11,CI26954
7066_12,CI26941
7066_13,CI26944
7068_11,CI27791
7068_12,CI27793
7068_13,CI27789
7069_11,CI24958
7069_12,CI26050
7069_13,CI23714
7072_11,CI26918
7072_12,CI26921
7072_13,CI26922
7074_11,CI26922
7074_12,CI26921
7074_13,CI26920
7075_11,CI26208
7075_12,CI26214
7075_13,CI26175
7078_11,CI26959
7078_12,CI26956
7078_13,CI26957
7079_11,CI26209
7079_12,CI26208
7079_13,CI26214
7081_11,CI25108
7081_12,CI23663
7081_13,CI23691
7082_11,CI23648
7082_12,CI23791
7082_13,CI24867
7085_11,CI23765
